Consolidate compiler generated dependencies of target dataAnalysis
[ 33%] Building CXX object CMakeFiles/dataAnalysis.dir/src/archiveReader.cpp.o
[ 66%] Linking CXX executable dataAnalysis
[100%] Built target dataAnalysis
AC 0 0 9581 2021-05-18
AC 0 0 19299 2021-05-18
AC 0 0 19311 2021-05-18
AC 1 1 19955 2021-05-18
AC 0 0 18824 2021-05-18
AC 0 0 12241 2021-05-18
AC 3 29 413418 2021-05-18
AC 0 0 19351 2021-05-18
AC 0 0 6717 2021-05-18
AC 0 0 46511 2021-05-18
AC 0 -1 23236 2021-05-18
AC 0 0 43151 2021-05-18
AC 0 0 19596 2021-05-18
AC 5 29 894470 2021-05-18
AC 0 0 15490 2021-05-19
AC 1 1 7534 2021-05-19
AC 0 0 26702 2021-05-19
AC 1 1 10420 2021-05-19
AC 0 1 12008 2021-05-19
AC 0 1 89072 2021-05-19
AC 0 -1 18696 2021-05-19
AC 0 0 34884 2021-05-19
AC 0 0 8473 2021-05-19
AC 0 0 9581 2021-05-19
AC 0 0 19299 2021-05-19
AC 0 0 19311 2021-05-19
AC 0 2 19955 2021-05-19
AC 0 6 18824 2021-05-19
AC 0 0 12241 2021-05-19
AC 4 70 413418 2021-05-19
AC 0 0 19351 2021-05-19
AC 0 0 6717 2021-05-19
AC 0 3 46511 2021-05-19
AC 0 0 23236 2021-05-19
AC 0 14 43151 2021-05-19
AC 0 0 19596 2021-05-19
AC 6 98 894470 2021-05-19
AC 0 0 15490 2021-05-20
AC 0 0 7534 2021-05-20
AC 0 16 26702 2021-05-20
AC 0 2 10420 2021-05-20
AC 0 2 12008 2021-05-20
AC 0 1 89072 2021-05-20
AC 0 5 18696 2021-05-20
AC 0 17 34884 2021-05-20
AC 0 0 8473 2021-05-20
AC 0 0 9581 2021-05-20
AC 0 0 19299 2021-05-20
AC 1 0 19311 2021-05-20
AC 0 1 19955 2021-05-20
AC 0 7 18824 2021-05-20
AC 0 0 12241 2021-05-20
AC 0 44 413418 2021-05-20
AC 0 0 19351 2021-05-20
AC 0 0 6717 2021-05-20
AC 0 0 46511 2021-05-20
AC 0 4 23236 2021-05-20
AC 0 10 43151 2021-05-20
AC 0 0 19596 2021-05-20
AC 1 109 894470 2021-05-20
AC 0 0 15490 2021-05-21
AC 0 40 7534 2021-05-21
AC 0 27 26702 2021-05-21
AC 0 0 10420 2021-05-21
AC 0 6 12008 2021-05-21
AC 0 30 89072 2021-05-21
AC 0 7 18696 2021-05-21
AC 0 13 34884 2021-05-21
AC 0 0 8473 2021-05-21
AC 0 0 9581 2021-05-21
AC 0 16 19299 2021-05-21
AC 0 69 19311 2021-05-21
AC 0 29 19955 2021-05-21
AC 0 4 18824 2021-05-21
AC 0 3 12241 2021-05-21
AC 0 123 413418 2021-05-21
AC 0 9 19351 2021-05-21
AC 0 4 6717 2021-05-21
AC 0 21 46511 2021-05-21
AC 0 1 23236 2021-05-21
AC 0 7 43151 2021-05-21
AC 0 29 19596 2021-05-21
AC 0 438 894470 2021-05-21
AC 0 2 15490 2021-05-22
AC 0 8 7534 2021-05-22
AC 0 2 26702 2021-05-22
AC 0 0 10420 2021-05-22
AC 0 3 12008 2021-05-22
AC 0 1 89072 2021-05-22
AC 0 2 18696 2021-05-22
AC 0 1 34884 2021-05-22
AC 0 0 8473 2021-05-22
AC 0 0 9581 2021-05-22
AC 0 3 19299 2021-05-22
AC 0 17 19311 2021-05-22
AC 0 0 19955 2021-05-22
AC 0 4 18824 2021-05-22
AC 0 0 12241 2021-05-22
AC 1 59 413418 2021-05-22
AC 0 0 19351 2021-05-22
AC 0 1 6717 2021-05-22
AC 0 0 46511 2021-05-22
AC 0 7 23236 2021-05-22
AC 0 3 43151 2021-05-22
AC 0 0 19596 2021-05-22
AC 1 113 894470 2021-05-22
AC 1 1 15490 2021-05-23
AC 0 0 7534 2021-05-23
AC 0 0 26702 2021-05-23
AC 0 2 10420 2021-05-23
AC 0 -1 12008 2021-05-23
AC 0 0 89072 2021-05-23
AC 0 0 18696 2021-05-23
AC 0 -1 34884 2021-05-23
AC 0 0 8473 2021-05-23
AC 0 0 9581 2021-05-23
AC 0 -1 19299 2021-05-23
AC 0 0 19311 2021-05-23
AC 0 1 19955 2021-05-23
AC 0 6 18824 2021-05-23
AC 0 0 12241 2021-05-23
AC 1 35 413418 2021-05-23
AC 0 0 19351 2021-05-23
AC 0 0 6717 2021-05-23
AC 0 15 46511 2021-05-23
AC 0 2 23236 2021-05-23
AC 0 -1 43151 2021-05-23
AC 0 7 19596 2021-05-23
AC 2 65 894470 2021-05-23
AC 0 -1 15490 2021-05-24
AC 0 7 7534 2021-05-24
AC 0 14 26702 2021-05-24
AC 0 0 10420 2021-05-24
AC 0 0 12008 2021-05-24
AC 0 0 89072 2021-05-24
AC 0 4 18696 2021-05-24
AC 0 27 34884 2021-05-24
AC 0 0 8473 2021-05-24
AC 0 0 9581 2021-05-24
AC 0 0 19299 2021-05-24
AC 0 0 19311 2021-05-24
AC 0 0 19955 2021-05-24
AC 0 1 18824 2021-05-24
AC 0 0 12241 2021-05-24
AC 6 27 413418 2021-05-24
AC 0 0 19351 2021-05-24
AC 0 0 6717 2021-05-24
AC 0 3 46511 2021-05-24
AC 1 2 23236 2021-05-24
AC 0 7 43151 2021-05-24
AC 0 1 19596 2021-05-24
AC 7 92 894470 2021-05-24
AC 0 4 15490 2021-05-25
AC 0 0 7534 2021-05-25
AC 0 1 26702 2021-05-25
AC 0 0 10420 2021-05-25
AC 0 0 12008 2021-05-25
AC 0 11 89072 2021-05-25
AC 0 3 18696 2021-05-25
AC 0 1 34884 2021-05-25
AC 0 3 8473 2021-05-25
AC 0 1 9581 2021-05-25
AC 0 2 19299 2021-05-25
AC 0 29 19311 2021-05-25
AC 0 4 19955 2021-05-25
AC 0 0 18824 2021-05-25
AC 0 1 12241 2021-05-25
AC 7 74 413418 2021-05-25
AC 0 4 19351 2021-05-25
AC 0 4 6717 2021-05-25
AC 0 5 46511 2021-05-25
AC 0 0 23236 2021-05-25
AC 0 -2 43151 2021-05-25
AC 0 1 19596 2021-05-25
AC 7 146 894470 2021-05-25
AC 0 2 15490 2021-05-26
AC 0 1 7534 2021-05-26
AC 1 15 26702 2021-05-26
AC 0 1 10420 2021-05-26
AC 0 2 12008 2021-05-26
AC 0 25 89072 2021-05-26
AC 0 6 18696 2021-05-26
AC 0 3 34884 2021-05-26
AC 0 0 8473 2021-05-26
AC 0 0 9581 2021-05-26
AC 0 1 19299 2021-05-26
AC 0 27 19311 2021-05-26
AC 0 20 19955 2021-05-26
AC 0 9 18824 2021-05-26
AC 0 0 12241 2021-05-26
AC 2 65 413418 2021-05-26
AC 0 1 19351 2021-05-26
AC 0 2 6717 2021-05-26
AC 0 9 46511 2021-05-26
AC 0 3 23236 2021-05-26
AC 0 6 43151 2021-05-26
AC 0 1 19596 2021-05-26
AC 3 199 894470 2021-05-26
AC 0 0 15490 2021-05-27
AC 0 0 7534 2021-05-27
AC 0 1 26702 2021-05-27
AC 0 0 10420 2021-05-27
AC 0 5 12008 2021-05-27
AC 0 11 89072 2021-05-27
AC 0 1 18696 2021-05-27
AC 0 26 34884 2021-05-27
AC 0 9 8473 2021-05-27
AC 0 0 9581 2021-05-27
AC 0 2 19299 2021-05-27
AC 0 6 19311 2021-05-27
AC 0 5 19955 2021-05-27
AC 0 7 18824 2021-05-27
AC 0 0 12241 2021-05-27
AC 0 35 413418 2021-05-27
AC 0 7 19351 2021-05-27
AC 0 0 6717 2021-05-27
AC 0 2 46511 2021-05-27
AC 0 5 23236 2021-05-27
AC 0 1 43151 2021-05-27
AC 0 7 19596 2021-05-27
AC 0 130 894470 2021-05-27
AC 0 3 15490 2021-05-28
AC 1 17 7534 2021-05-28
AC 0 15 26702 2021-05-28
AC 0 3 10420 2021-05-28
AC 0 2 12008 2021-05-28
AC 0 3 89072 2021-05-28
AC 0 6 18696 2021-05-28
AC 0 2 34884 2021-05-28
AC 0 10 8473 2021-05-28
AC 0 4 9581 2021-05-28
AC 0 0 19299 2021-05-28
AC 0 9 19311 2021-05-28
AC 0 9 19955 2021-05-28
AC 0 1 18824 2021-05-28
AC 1 1 12241 2021-05-28
AC 1 67 413418 2021-05-28
AC 0 0 19351 2021-05-28
AC 0 1 6717 2021-05-28
AC 0 5 46511 2021-05-28
AC 0 3 23236 2021-05-28
AC 0 7 43151 2021-05-28
AC 0 1 19596 2021-05-28
AC 3 169 894470 2021-05-28
AC 0 0 15490 2021-05-29
AC 0 1 7534 2021-05-29
AC 0 2 26702 2021-05-29
AC 0 2 10420 2021-05-29
AC 0 4 12008 2021-05-29
AC 0 0 89072 2021-05-29
AC 0 0 18696 2021-05-29
AC 0 3 34884 2021-05-29
AC 0 0 8473 2021-05-29
AC 0 0 9581 2021-05-29
AC 0 0 19299 2021-05-29
AC 0 0 19311 2021-05-29
AC 0 2 19955 2021-05-29
AC 0 12 18824 2021-05-29
AC 0 0 12241 2021-05-29
AC 2 26 413418 2021-05-29
AC 0 1 19351 2021-05-29
AC 0 0 6717 2021-05-29
AC 0 1 46511 2021-05-29
AC 0 2 23236 2021-05-29
AC 0 0 43151 2021-05-29
AC 0 2 19596 2021-05-29
AC 2 58 894470 2021-05-29
AC 0 13 15490 2021-05-30
AC 1 9 7534 2021-05-30
AC 0 8 26702 2021-05-30
AC 0 1 10420 2021-05-30
AC 0 0 12008 2021-05-30
AC 0 11 89072 2021-05-30
AC 0 4 18696 2021-05-30
AC 0 0 34884 2021-05-30
AC 0 54 8473 2021-05-30
AC 0 2 9581 2021-05-30
AC 0 7 19299 2021-05-30
AC 0 42 19311 2021-05-30
AC 0 11 19955 2021-05-30
AC 0 -1 18824 2021-05-30
AC 0 3 12241 2021-05-30
AC 1 93 413418 2021-05-30
AC 0 1 19351 2021-05-30
AC 0 5 6717 2021-05-30
AC 0 6 46511 2021-05-30
AC 0 2 23236 2021-05-30
AC 0 1 43151 2021-05-30
AC 0 -1 19596 2021-05-30
AC 2 271 894470 2021-05-30
AC 0 -1 15490 2021-05-31
AC 0 0 7534 2021-05-31
AC 0 0 26702 2021-05-31
AC 0 1 10420 2021-05-31
AC 0 0 12008 2021-05-31
AC 2 0 89072 2021-05-31
AC 1 2 18696 2021-05-31
AC 0 17 34884 2021-05-31
AC 0 0 8473 2021-05-31
AC 0 0 9581 2021-05-31
AC 0 0 19299 2021-05-31
AC 0 0 19311 2021-05-31
AC 0 0 19955 2021-05-31
AC 0 0 18824 2021-05-31
AC 0 0 12241 2021-05-31
AC 0 25 413418 2021-05-31
AC 0 0 19351 2021-05-31
AC 0 0 6717 2021-05-31
AC 0 0 46511 2021-05-31
AC 0 1 23236 2021-05-31
AC 0 1 43151 2021-05-31
AC 0 0 19596 2021-05-31
AC 3 46 894470 2021-05-31
AC 0 4 15490 2021-06-01
AC 0 0 7534 2021-06-01
AC 0 0 26702 2021-06-01
AC 0 1 10420 2021-06-01
AC 0 0 12008 2021-06-01
AC 0 2 89072 2021-06-01
AC 0 0 18696 2021-06-01
AC 0 0 34884 2021-06-01
AC 1 3 8473 2021-06-01
AC 1 0 9581 2021-06-01
AC 0 0 19299 2021-06-01
AC 1 0 19311 2021-06-01
AC 1 9 19955 2021-06-01
AC 1 1 18824 2021-06-01
AC 0 0 12241 2021-06-01
AC 2 28 413418 2021-06-01
AC 0 1 19351 2021-06-01
AC 0 1 6717 2021-06-01
AC 0 5 46511 2021-06-01
AC 0 1 23236 2021-06-01
AC 0 1 43151 2021-06-01
AC 0 0 19596 2021-06-01
AC 7 57 894470 2021-06-01
AC 0 11 15490 2021-06-02
AC 0 4 7534 2021-06-02
AC 0 11 26702 2021-06-02
AC 0 0 10420 2021-06-02
AC 0 2 12008 2021-06-02
AC 1 12 89072 2021-06-02
AC 0 2 18696 2021-06-02
AC 0 0 34884 2021-06-02
AC 0 25 8473 2021-06-02
AC 0 3 9581 2021-06-02
AC 0 0 19299 2021-06-02
AC 0 0 19311 2021-06-02
AC 1 30 19955 2021-06-02
AC 1 0 18824 2021-06-02
AC 0 0 12241 2021-06-02
AC 4 59 413418 2021-06-02
AC 0 1 19351 2021-06-02
AC 0 1 6717 2021-06-02
AC 0 5 46511 2021-06-02
AC 0 4 23236 2021-06-02
AC 0 1 43151 2021-06-02
AC 0 1 19596 2021-06-02
AC 7 172 894470 2021-06-02
AC 0 3 15490 2021-06-03
AC 0 1 7534 2021-06-03
AC 1 9 26702 2021-06-03
AC 2 0 10420 2021-06-03
AC 0 1 12008 2021-06-03
AC 0 1 89072 2021-06-03
AC 0 9 18696 2021-06-03
AC 0 6 34884 2021-06-03
AC 0 2 8473 2021-06-03
AC 0 0 9581 2021-06-03
AC 0 0 19299 2021-06-03
AC 1 43 19311 2021-06-03
AC 0 28 19955 2021-06-03
AC 0 6 18824 2021-06-03
AC 0 1 12241 2021-06-03
AC 0 54 413418 2021-06-03
AC 0 3 19351 2021-06-03
AC 0 8 6717 2021-06-03
AC 0 2 46511 2021-06-03
AC 0 3 23236 2021-06-03
AC 0 1 43151 2021-06-03
AC 0 3 19596 2021-06-03
AC 4 184 894470 2021-06-03
AC 0 16 15490 2021-06-04
AC 0 4 7534 2021-06-04
AC 0 0 26702 2021-06-04
AC 0 2 10420 2021-06-04
AC 0 0 12008 2021-06-04
AC 1 17 89072 2021-06-04
AC 0 2 18696 2021-06-04
AC 0 6 34884 2021-06-04
AC 0 5 8473 2021-06-04
AC 0 0 9581 2021-06-04
AC 0 2 19299 2021-06-04
AC 0 61 19311 2021-06-04
AC 0 4 19955 2021-06-04
AC 0 0 18824 2021-06-04
AC 0 0 12241 2021-06-04
AC 1 37 413418 2021-06-04
AC 0 4 19351 2021-06-04
AC 0 5 6717 2021-06-04
AC 0 9 46511 2021-06-04
AC 0 3 23236 2021-06-04
AC 0 5 43151 2021-06-04
AC 0 4 19596 2021-06-04
AC 2 186 894470 2021-06-04
AC 0 4 15490 2021-06-05
AC 0 1 7534 2021-06-05
AC 0 14 26702 2021-06-05
AC 0 0 10420 2021-06-05
AC 0 1 12008 2021-06-05
AC 0 5 89072 2021-06-05
AC 1 8 18696 2021-06-05
AC 0 0 34884 2021-06-05
AC 0 2 8473 2021-06-05
AC 0 0 9581 2021-06-05
AC 1 9 19299 2021-06-05
AC 1 0 19311 2021-06-05
AC 0 -2 19955 2021-06-05
AC 0 3 18824 2021-06-05
AC 0 0 12241 2021-06-05
AC 1 64 413418 2021-06-05
AC 0 0 19351 2021-06-05
AC 0 0 6717 2021-06-05
AC 0 6 46511 2021-06-05
AC 0 -1 23236 2021-06-05
AC 0 -1 43151 2021-06-05
AC 0 4 19596 2021-06-05
AC 4 117 894470 2021-06-05
AC 0 -2 15490 2021-06-06
AC 0 15 7534 2021-06-06
AC 0 0 26702 2021-06-06
AC 0 0 10420 2021-06-06
AC 0 1 12008 2021-06-06
AC 0 1 89072 2021-06-06
AC 0 0 18696 2021-06-06
AC 0 -1 34884 2021-06-06
AC 0 9 8473 2021-06-06
AC 0 0 9581 2021-06-06
AC 0 -1 19299 2021-06-06
AC 0 7 19311 2021-06-06
AC 0 2 19955 2021-06-06
AC 0 5 18824 2021-06-06
AC 0 0 12241 2021-06-06
AC 3 29 413418 2021-06-06
AC 0 0 19351 2021-06-06
AC 0 0 6717 2021-06-06
AC 1 0 46511 2021-06-06
AC 0 0 23236 2021-06-06
AC 0 1 43151 2021-06-06
AC 0 0 19596 2021-06-06
AC 4 66 894470 2021-06-06
AC 0 6 15490 2021-06-07
AC 0 0 7534 2021-06-07
AC 0 3 26702 2021-06-07
AC 0 0 10420 2021-06-07
AC 0 0 12008 2021-06-07
AC 0 0 89072 2021-06-07
AC 1 4 18696 2021-06-07
AC 0 0 34884 2021-06-07
AC 0 0 8473 2021-06-07
AC 0 0 9581 2021-06-07
AC 0 0 19299 2021-06-07
AC 0 0 19311 2021-06-07
AC 0 0 19955 2021-06-07
AC 0 1 18824 2021-06-07
AC 0 0 12241 2021-06-07
AC 1 30 413418 2021-06-07
AC 0 0 19351 2021-06-07
AC 0 0 6717 2021-06-07
AC 0 0 46511 2021-06-07
AC 0 0 23236 2021-06-07
AC 0 0 43151 2021-06-07
AC 0 0 19596 2021-06-07
AC 2 44 894470 2021-06-07
AC 1 0 15490 2021-06-08
AC 0 -1 7534 2021-06-08
AC 0 1 26702 2021-06-08
AC 0 0 10420 2021-06-08
AC 0 1 12008 2021-06-08
AC 0 1 89072 2021-06-08
AC 0 1 18696 2021-06-08
AC 0 2 34884 2021-06-08
AC 0 7 8473 2021-06-08
AC 0 0 9581 2021-06-08
AC 0 0 19299 2021-06-08
AC 0 8 19311 2021-06-08
AC 0 0 19955 2021-06-08
AC 0 2 18824 2021-06-08
AC 0 0 12241 2021-06-08
AC 4 36 413418 2021-06-08
AC 0 0 19351 2021-06-08
AC 0 0 6717 2021-06-08
AC 0 1 46511 2021-06-08
AC 0 0 23236 2021-06-08
AC 0 0 43151 2021-06-08
AC 0 0 19596 2021-06-08
AC 5 59 894470 2021-06-08
AC 0 3 15490 2021-06-09
AC 0 0 7534 2021-06-09
AC 0 28 26702 2021-06-09
AC 0 2 10420 2021-06-09
AC 0 1 12008 2021-06-09
AC 0 0 89072 2021-06-09
AC 0 9 18696 2021-06-09
AC 0 0 34884 2021-06-09
AC 0 0 8473 2021-06-09
AC 0 0 9581 2021-06-09
AC 0 0 19299 2021-06-09
AC 0 0 19311 2021-06-09
AC 0 0 19955 2021-06-09
AC 0 1 18824 2021-06-09
AC 0 0 12241 2021-06-09
AC 0 19 413418 2021-06-09
AC 0 0 19351 2021-06-09
AC 0 0 6717 2021-06-09
AC 0 0 46511 2021-06-09
AC 0 0 23236 2021-06-09
AC 0 0 43151 2021-06-09
AC 0 1 19596 2021-06-09
AC 0 64 894470 2021-06-09
AC 0 -9 15490 2021-06-10
AC 0 13 7534 2021-06-10
AC 0 -22 26702 2021-06-10
AC 0 2 10420 2021-06-10
AC 0 0 12008 2021-06-10
AC 1 20 89072 2021-06-10
AC 0 -1 18696 2021-06-10
AC 0 37 34884 2021-06-10
AC 0 56 8473 2021-06-10
AC 0 -3 9581 2021-06-10
AC 1 -3 19299 2021-06-10
AC 0 29 19311 2021-06-10
AC 0 26 19955 2021-06-10
AC 0 4 18824 2021-06-10
AC 0 2 12241 2021-06-10
AC 0 37 413418 2021-06-10
AC 0 12 19351 2021-06-10
AC 0 16 6717 2021-06-10
AC 0 13 46511 2021-06-10
AC 0 -4 23236 2021-06-10
AC 0 -35 43151 2021-06-10
AC 0 2 19596 2021-06-10
AC 2 192 894470 2021-06-10
AC 0 17 15490 2021-06-11
AC 0 20 7534 2021-06-11
AC 0 2 26702 2021-06-11
AC 0 3 10420 2021-06-11
AC 0 4 12008 2021-06-11
AC 0 18 89072 2021-06-11
AC 0 0 18696 2021-06-11
AC 0 2 34884 2021-06-11
AC 0 61 8473 2021-06-11
AC 0 0 9581 2021-06-11
AC 0 2 19299 2021-06-11
AC 0 120 19311 2021-06-11
AC 0 11 19955 2021-06-11
AC 0 7 18824 2021-06-11
AC 0 0 12241 2021-06-11
AC 2 55 413418 2021-06-11
AC 0 24 19351 2021-06-11
AC 0 5 6717 2021-06-11
AC 0 13 46511 2021-06-11
AC 0 1 23236 2021-06-11
AC 0 0 43151 2021-06-11
AC 0 9 19596 2021-06-11
AC 2 374 894470 2021-06-11
AC 0 0 15490 2021-06-12
AC 0 0 7534 2021-06-12
AC 0 19 26702 2021-06-12
AC 0 2 10420 2021-06-12
AC 0 -1 12008 2021-06-12
AC 0 0 89072 2021-06-12
AC 0 9 18696 2021-06-12
AC 0 0 34884 2021-06-12
AC 0 0 8473 2021-06-12
AC 0 0 9581 2021-06-12
AC 0 0 19299 2021-06-12
AC 0 0 19311 2021-06-12
AC 0 -1 19955 2021-06-12
AC 0 3 18824 2021-06-12
AC 0 0 12241 2021-06-12
AC 6 30 413418 2021-06-12
AC 0 0 19351 2021-06-12
AC 0 0 6717 2021-06-12
AC 0 -1 46511 2021-06-12
AC 0 1 23236 2021-06-12
AC 0 4 43151 2021-06-12
AC 0 0 19596 2021-06-12
AC 6 65 894470 2021-06-12
AC 0 2 15490 2021-06-13
AC 0 0 7534 2021-06-13
AC 0 4 26702 2021-06-13
AC 0 0 10420 2021-06-13
AC 0 1 12008 2021-06-13
AC 0 0 89072 2021-06-13
AC 0 1 18696 2021-06-13
AC 0 13 34884 2021-06-13
AC 0 0 8473 2021-06-13
AC 1 0 9581 2021-06-13
AC 0 0 19299 2021-06-13
AC 0 0 19311 2021-06-13
AC 0 1 19955 2021-06-13
AC 0 5 18824 2021-06-13
AC 0 0 12241 2021-06-13
AC 4 35 413418 2021-06-13
AC 0 0 19351 2021-06-13
AC 0 0 6717 2021-06-13
AC 0 2 46511 2021-06-13
AC 0 0 23236 2021-06-13
AC 0 2 43151 2021-06-13
AC 0 4 19596 2021-06-13
AC 5 70 894470 2021-06-13
AC 0 9 15490 2021-06-14
AC 0 11 7534 2021-06-14
AC 0 10 26702 2021-06-14
AC 0 0 10420 2021-06-14
AC 0 0 12008 2021-06-14
AC 0 17 89072 2021-06-14
AC 0 8 18696 2021-06-14
AC 0 -1 34884 2021-06-14
AC 0 38 8473 2021-06-14
AC 0 0 9581 2021-06-14
AC 0 4 19299 2021-06-14
AC 0 15 19311 2021-06-14
AC 0 4 19955 2021-06-14
AC 1 1 18824 2021-06-14
AC 0 0 12241 2021-06-14
AC 6 23 413418 2021-06-14
AC 0 5 19351 2021-06-14
AC 0 9 6717 2021-06-14
AC 0 7 46511 2021-06-14
AC 0 1 23236 2021-06-14
AC 0 2 43151 2021-06-14
AC 0 0 19596 2021-06-14
AC 7 163 894470 2021-06-14
AC 0 0 15490 2021-06-15
AC 0 0 7534 2021-06-15
AC 0 0 26702 2021-06-15
AC 0 0 10420 2021-06-15
AC 0 1 12008 2021-06-15
AC 0 5 89072 2021-06-15
AC 0 0 18696 2021-06-15
AC 0 0 34884 2021-06-15
AC 0 25 8473 2021-06-15
AC 0 0 9581 2021-06-15
AC 0 6 19299 2021-06-15
AC 0 5 19311 2021-06-15
AC 0 0 19955 2021-06-15
AC 0 1 18824 2021-06-15
AC 0 0 12241 2021-06-15
AC 2 14 413418 2021-06-15
AC 0 1 19351 2021-06-15
AC 0 7 6717 2021-06-15
AC 0 1 46511 2021-06-15
AC 0 1 23236 2021-06-15
AC 0 0 43151 2021-06-15
AC 0 0 19596 2021-06-15
AC 2 67 894470 2021-06-15
AC 0 4 15490 2021-06-16
AC 0 4 7534 2021-06-16
AC 0 3 26702 2021-06-16
AC 0 2 10420 2021-06-16
AC 0 -1 12008 2021-06-16
AC 0 0 89072 2021-06-16
AC 0 1 18696 2021-06-16
AC 0 -1 34884 2021-06-16
AC 0 3 8473 2021-06-16
AC 0 0 9581 2021-06-16
AC 0 1 19299 2021-06-16
AC 0 0 19311 2021-06-16
AC 0 0 19955 2021-06-16
AC 0 12 18824 2021-06-16
AC 0 0 12241 2021-06-16
AC 2 24 413418 2021-06-16
AC 0 0 19351 2021-06-16
AC 0 -2 6717 2021-06-16
AC 0 -2 46511 2021-06-16
AC 0 1 23236 2021-06-16
AC 0 0 43151 2021-06-16
AC 0 -3 19596 2021-06-16
AC 2 46 894470 2021-06-16
AC 0 0 15490 2021-06-17
AC 0 -5 7534 2021-06-17
AC 0 8 26702 2021-06-17
AC 0 0 10420 2021-06-17
AC 0 0 12008 2021-06-17
AC 0 9 89072 2021-06-17
AC 0 8 18696 2021-06-17
AC 0 -1 34884 2021-06-17
AC 0 1 8473 2021-06-17
AC 0 0 9581 2021-06-17
AC 0 -1 19299 2021-06-17
AC 0 -1 19311 2021-06-17
AC 0 0 19955 2021-06-17
AC 0 -3 18824 2021-06-17
AC 0 0 12241 2021-06-17
AC 2 27 413418 2021-06-17
AC 0 -1 19351 2021-06-17
AC 0 -3 6717 2021-06-17
AC 0 -2 46511 2021-06-17
AC 0 1 23236 2021-06-17
AC 0 0 43151 2021-06-17
AC 0 0 19596 2021-06-17
AC 2 37 894470 2021-06-17
AC 1 6 15490 2021-06-18
AC 0 12 7534 2021-06-18
AC 0 13 26702 2021-06-18
AC 0 0 10420 2021-06-18
AC 0 5 12008 2021-06-18
AC 0 17 89072 2021-06-18
AC 1 5 18696 2021-06-18
AC 0 20 34884 2021-06-18
AC 0 1 8473 2021-06-18
AC 0 0 9581 2021-06-18
AC 0 1 19299 2021-06-18
AC 0 42 19311 2021-06-18
AC 0 11 19955 2021-06-18
AC 0 10 18824 2021-06-18
AC 0 0 12241 2021-06-18
AC 0 38 413418 2021-06-18
AC 0 2 19351 2021-06-18
AC 0 5 6717 2021-06-18
AC 0 4 46511 2021-06-18
AC 0 5 23236 2021-06-18
AC 1 3 43151 2021-06-18
AC 0 0 19596 2021-06-18
AC 3 200 894470 2021-06-18
AC 0 4 15490 2021-06-19
AC 0 13 7534 2021-06-19
AC 0 3 26702 2021-06-19
AC 0 0 10420 2021-06-19
AC 0 0 12008 2021-06-19
AC 0 10 89072 2021-06-19
AC 0 4 18696 2021-06-19
AC 0 7 34884 2021-06-19
AC 0 0 8473 2021-06-19
AC 0 0 9581 2021-06-19
AC 0 1 19299 2021-06-19
AC 0 14 19311 2021-06-19
AC 0 1 19955 2021-06-19
AC 0 12 18824 2021-06-19
AC 0 0 12241 2021-06-19
AC 1 40 413418 2021-06-19
AC 0 2 19351 2021-06-19
AC 0 6 6717 2021-06-19
AC 0 7 46511 2021-06-19
AC 0 1 23236 2021-06-19
AC 0 1 43151 2021-06-19
AC 0 -1 19596 2021-06-19
AC 1 125 894470 2021-06-19
AC 0 1 15490 2021-06-20
AC 0 0 7534 2021-06-20
AC 0 0 26702 2021-06-20
AC 0 0 10420 2021-06-20
AC 0 0 12008 2021-06-20
AC 0 1 89072 2021-06-20
AC 0 0 18696 2021-06-20
AC 0 18 34884 2021-06-20
AC 0 -1 8473 2021-06-20
AC 0 0 9581 2021-06-20
AC 0 -1 19299 2021-06-20
AC 0 -1 19311 2021-06-20
AC 0 0 19955 2021-06-20
AC 0 1 18824 2021-06-20
AC 0 0 12241 2021-06-20
AC 1 16 413418 2021-06-20
AC 0 0 19351 2021-06-20
AC 0 -3 6717 2021-06-20
AC 0 1 46511 2021-06-20
AC 0 1 23236 2021-06-20
AC 0 0 43151 2021-06-20
AC 0 4 19596 2021-06-20
AC 1 37 894470 2021-06-20
AC 0 -1 15490 2021-06-21
AC 0 0 7534 2021-06-21
AC 0 7 26702 2021-06-21
AC 0 1 10420 2021-06-21
AC 0 0 12008 2021-06-21
AC 0 1 89072 2021-06-21
AC 0 6 18696 2021-06-21
AC 0 0 34884 2021-06-21
AC 0 0 8473 2021-06-21
AC 0 0 9581 2021-06-21
AC 0 0 19299 2021-06-21
AC 0 4 19311 2021-06-21
AC 0 5 19955 2021-06-21
AC 0 0 18824 2021-06-21
AC 0 1 12241 2021-06-21
AC 1 35 413418 2021-06-21
AC 0 0 19351 2021-06-21
AC 0 2 6717 2021-06-21
AC 0 2 46511 2021-06-21
AC 0 0 23236 2021-06-21
AC 0 5 43151 2021-06-21
AC 1 1 19596 2021-06-21
AC 2 69 894470 2021-06-21
AC 1 -2 15490 2021-06-22
AC 0 1 7534 2021-06-22
AC 0 -1 26702 2021-06-22
AC 0 0 10420 2021-06-22
AC 0 0 12008 2021-06-22
AC 0 0 89072 2021-06-22
AC 0 3 18696 2021-06-22
AC 0 0 34884 2021-06-22
AC 0 -2 8473 2021-06-22
AC 0 0 9581 2021-06-22
AC 0 0 19299 2021-06-22
AC 0 -1 19311 2021-06-22
AC 0 0 19955 2021-06-22
AC 0 4 18824 2021-06-22
AC 0 2 12241 2021-06-22
AC 0 14 413418 2021-06-22
AC 1 0 19351 2021-06-22
AC 0 -1 6717 2021-06-22
